name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
Suburbia,Suburbia,https://aesthetics.fandom.com/wiki/Suburbia,"['50s_Suburbia', 'Suburban_Gothic', 'Americana', 'Dreamcore', 'Nostalgiacore']",1940s-50s (origin)1970s-present (maturation),"Single-family homes, manicured lawns, cul-de-sacs, white picket fences, driveways, bicycles, cars, pools, malls",,"Family life, community, home ownership, leisure, tradition, safety",,1940.0,1970.0
Suburban Gothic,Suburban_Gothic,https://aesthetics.fandom.com/wiki/Suburban_Gothic,"['50s_Suburbia', 'After_Hours', 'Anglo_Gothic', 'Cryptidcore', 'Midwest_Gothic', 'Southern_Gothic', 'Deathrock', 'Liminal_Space', 'Weirdcore', 'Dreamcore', 'Traumacore', 'Dollar_Store_Vernacular', 'Australian_Gothic']",1950s,"Suburban neighborhoods, streetlamps, grocery and convenience stores, and fluorescent lighting","White, black, gray, blue, red, and green","Alienation, capitalist critique, facades, uncanny",,1950.0,1950.0
Succubus Chic,Succubus_Chic,https://aesthetics.fandom.com/wiki/Succubus_Chic,"['Dark_Nymphet', 'Devilcore', 'Femme_Fatale', 'Heroin_Chic', 'Indie_Sleaze', 'Waif']",2020s,"Dark hair and clothing, eyebags, androgynous","Black, dark tones","Darkness, seductiveness, sensuality, human fragility",,2020.0,2020.0
Suedehead,Suedehead,https://aesthetics.fandom.com/wiki/Suedehead,"['Casuals', 'Glam_Rock', 'Skinhead', 'Mod', 'Mod_Revival']",Early 1970s,"Prince of Wales check, Dogtooth patterns, Crombie coats, Loafers, Butterfly collars, Sta-Prest trousers","Muted pastels, blue, green, red, gold","Sharp dressing, working-class pride, stylistic sophistication","ronco Bullfrog (Film), Suedehead (Novel by Richard Allen)",1970.0,1970.0
Sukeban,Sukeban,https://aesthetics.fandom.com/wiki/Sukeban,"['Baddie', 'Bosozoku', 'Gyaru', 'Yanki']",1960s,Customized school uniforms,Navy,Rebellion,ukeban DekaTales of Yakjita CollegeHana no Asuka  Gumi!,1960.0,1960.0
Summer Aesthetic,Summer_Aesthetic,https://aesthetics.fandom.com/wiki/Summer_Aesthetic,"['Autumn', 'Brazilian_Bombshell', 'Nautical', 'Poolcore', 'Safari_Chic', 'Seapunk', 'Spring', 'Tenniscore', 'Tomato_Girl_Summer', 'Tropical', 'Vacation_Dadcore', 'Winter']",The formation of Earth,"Beaches, tropical patterns, flowers, fruit, swimsuits, cool drinks","Blue, yellow, cyan",,,,
Summer Matsuri,Summer_Matsuri,https://aesthetics.fandom.com/wiki/Summer_Matsuri,[],"Ancient origins, popularized in modern media in the 1950s","Fireworks, Yukata, Japanese Street Food, Festival Games, Paper Lanterns","Red, White, Black, Gold",,,1950.0,1950.0
Sunshine Pop,Sunshine_Pop,https://aesthetics.fandom.com/wiki/Sunshine_Pop,"['Hippie', 'Psychedelia', 'Flower_Power', 'Shibuya-Kei']",1960s,"Lush vocal harmonies, orchestral arrangements, harpsichords, wistful lyrics, themes of nature (sun, rain, flowers), soft-focus photography, floral/paisley patterns, warm color palettes","Bright, warm, and pastel tones (yellow, orange, light blue, green)","Optimism, nostalgia, innocence, beauty, escapism, melancholy",,1960.0,1960.0
Superflat,Superflat,https://aesthetics.fandom.com/wiki/Superflat,"['Animecore', 'Dokukawaii', 'Gurokawa', 'Kawaii', 'Neo-Pop', 'Pop_Art', 'Psychedelia', 'Superflat_Pop', 'Surrealism', 'Ukiyo-e']",Late 1990s,Combining the flat imagery of Japanese pop culture with traditional elements and disturbing topics,,"Flatness, shallowness, consumerism, satire, otaku culture, social commentary",,1990.0,1990.0
Superflat Pop,Superflat_Pop,https://aesthetics.fandom.com/wiki/Superflat_Pop,"['Avantropop', 'Four_Colors', 'Frutiger_Aero', '//cari.institute/aesthetics/graffiti-pop', 'Groovival', 'Internet_Awesomesauce', 'Kawaii', 'Lowbrow', 'McBling', 'Neo-Pop', 'Pop_Art', 'Shibuya_Punk', 'Superflat', 'Vectorbloom', 'Vectordelia', 'Y2K_Futurism']",2000s,"Flowers, kawaii motifs, graffiti, urban vinyl figures, vibrant colors, white/pale background",Rainbow,,,2000.0,2000.0
Supergraphic Ultramodern,Supergraphic_Ultramodern,https://aesthetics.fandom.com/wiki/Supergraphic_Ultramodern,"['Cassette_Futurism', 'Disco', 'Earth_Tones', 'Gen_X_Soft_Club', 'Groovival', 'International_Typographic_Style', 'Raygun_Gothic', 'Y2K_Futurism']",1960s,"Curves, rounded shapes, rainbows, flat iconography, plastics and shiny metals",Rainbow,,,1960.0,1960.0
Suprematism,Suprematism,https://aesthetics.fandom.com/wiki/Suprematism,"['Bauhaus', 'Constructivism', 'Cubism', 'De_Stijl', 'Futurism', 'International_Typographic_Style', 'Minimalism', 'Neue_Slowenische_Kunst']",1910s,"Basic geometric forms (squares, circles, crosses, rectangles), flat planes of color, non-objective compositions, forms floating in space","Limited palettes, including black, white, red, and other pure colors, typically against a white background","Supremacy of pure artistic feeling, non-objectivity, spiritual liberation through abstraction, rejection of mimetic representation, a universal artistic language",,1910.0,1910.0
Surf Crush,Surf_Crush,https://aesthetics.fandom.com/wiki/Surf_Crush,"['Art_Hoe', 'Coconut_Girl', 'Frutiger_Aero', 'McBling', 'Poolcore', 'Summer', 'Superflat_Pop', 'Tiki', 'UrBling']",2000s,"Hawaiian prints, surf boards, puka shells","Yellow,Orange,Blue",Surf,,2000.0,2000.0
Surfer,Surfer,https://aesthetics.fandom.com/wiki/Surfer,"['Skater', 'Summer', 'Surf_Crush', 'Tiki', 'Tropical', 'Vacation_Dadcore']",1950s (modern subculture),"Waves, surfboards, beaches, palm trees, sun, Hawaiian flower prints, tiki imagery, vintage woodies, ocean wildlife","Blue, green, white, yellow, earthy tones","Freedom, connection to nature, laid-back attitude, dedication to sport, community, escapism","idget(1959 film),The Endless Summer(1966 film), The Beach Boys (music)",1950.0,1950.0
Surrealism,Surrealism,https://aesthetics.fandom.com/wiki/Surrealism,"['Dadaism', 'Dreamcore', 'Symbolism', 'Psychedelia', 'Weirdcore']",1920s–1950s,"Dreams, the unconscious, automatism, unexpected juxtapositions, biomorphic forms, mythological symbols, everyday objects in strange contexts",Varies widely by artist,"Unlocking the unconscious, freedom from reason, psychological truth, revolution (personal and social), the marvelous",,1920.0,1950.0
Surreal Meme,Surreal_Meme,https://aesthetics.fandom.com/wiki/Surreal_Meme,"['Arabfunny', 'Deep_Fried_Meme', 'Heart_Emoji_Meme', 'MLG', 'Weirdcore', 'Vaporwave']",2010s,"Crude 3D renders, gradients, stock photography, serif fonts, celestial backgrounds, glitch effects, specific recurring characters (Meme Man, Orang)","Gradient orange, void black, deep blue, digital green","Absurdity, irony, confusion, anti-humor, rejection of narrative",,2010.0,2010.0
Swag,Swag,https://aesthetics.fandom.com/wiki/Swag,"['2014_Tumblr', 'Baddie', 'Bloghouse', 'Hip-Hop', 'Hypebeast', 'Jejemon', 'Party_Rock', 'Scene', 'Urbancore']",Late 2000s - Early 2010s,"Snapback hats, graphic tees, skinny jeans, high-top sneakers, gold chains, ""jerk"" dance","Bright, high-contrast colors: red, black, purple, neon green","Confidence, individuality, street fashion, party culture, online presence",,2000.0,2010.0
Sweet Lolita,Sweet_Lolita,https://aesthetics.fandom.com/wiki/Sweet_Lolita,"['Cult_Party_Kei', 'Delicate_Sweet', 'Fairy_Kei', 'Hime_Lolita', 'Lolita', 'Pastel', 'Yume_Kawaii']",nan,,Pastel,,,,
Swenkas,Swenkas,https://aesthetics.fandom.com/wiki/Swenkas,"['Dandy', 'La_Sape', 'Skhothane']",Mid-1900s (Apartheid era),"Tailored European suits, brimmed hats, leather shoes, accessories (gloves, braces, cuff links, zebra-striped socks), choreographed movements, physical cleanliness, sobriety","Traditional suit colors (black, brown, white) and bright colors (pink, blue, red)","Self-discipline, pride, self-respect, Zulu culture preservation, transcendence of class barriers, self-improvement","he Swenkas (Jeppe Rønde, 2004)",1900.0,1900.0
Swingjugend,Swingjugend,https://aesthetics.fandom.com/wiki/Swingjugend,"['Stilyagi', 'Zazou']",Late 1930s,"Plaid jackets, long hair, umbrellas, swing music, dancing, British & American fashion, lipstick and makeup","Varies, often featuring checked patterns and brighter colors than military uniforms","Individuality, freedom, non-conformism, internationalism, love of life, self-determination",,1930.0,1930.0
Symbolism,Symbolism,https://aesthetics.fandom.com/wiki/Symbolism,"['Aestheticism', 'Art_Nouveau', 'Decadence', 'Romanticism']",Late-19th century,"Dreams, visions, myths, the occult, the erotic, death, the subconscious",Often muted or evocative colours; use of light and shadow to create mood,"Subjectivity, emotion, spirituality, the power of suggestion, exploration of inner experience",,1800.0,1900.0
Synthwave,Synthwave,https://aesthetics.fandom.com/wiki/Synthwave,"['Cassette_Futurism', 'Cyberpunk', 'Italo_Disco', 'Laser_Grid', 'Memphis_Design', 'Neon_Noir', 'New_Wave', 'Vaporwave', 'Yuppie']",Mid-2000s,"Neon grids, wireframe landscapes, striped sunsets, 1980s supercars (Testarossa, Countach), palm trees, VHS tracking static, chrome typography","Magenta, cyan, violet, neon pink, deep blue, black","Nostalgia, retrofuturism, escapism, cinematic atmosphere","rive (2011), Hotline Miami (2012), Kung Fury, Stranger Things, Far Cry 3: Blood Dragon",2000.0,2000.0
Tacticool,Tacticool,https://aesthetics.fandom.com/wiki/Tacticool,"['Mall_Ninja', 'Techwear', 'Warcore']",2010s,"Prop firearms, MOLLE vests, camouflage, plate carriers, tactical gear, Special Forces equipment","Black, olive drab, coyote brown, various camouflage patterns","Perceived preparedness, ""badassery,"" interest in military gear",,2010.0,2010.0
Taisho Roman,Taisho_Roman,https://aesthetics.fandom.com/wiki/Taisho_Roman,"['Art_Deco', 'Romanticism', 'Neoclassicism', 'Roaring_20s', 'Nanchatte_Seifuku', 'Ukiyo-e', 'Bankara']",1920s,,Bright colors,"Individuality, westernization, technology, consumerism, democracy",,1920.0,1920.0
Takenokozoku,Takenokozoku,https://aesthetics.fandom.com/wiki/Takenokozoku,['Gyaru'],Mid-1970s,"Harem pants, loose-fitting jumpsuits, ribbons, bows, fringe","Vivid colors, including red, pink, violet, and other bright shades","Individualism, group identity, freedom of expression",,1970.0,1970.0
Talahon,Talahon,https://aesthetics.fandom.com/wiki/Talahon,"['Cani', 'Chav', 'Gangsta_Rap', 'Gopnik', 'Krocha', 'Lad_Culture', 'Racaille']",2020s,"Bootleg luxury items, sportswear, football, gold chains, aggressive posturing, shadowboxing","Red, white, black, gold","Materialism, perceived aggression, boasting, hypermasculinity, group identity",,2020.0,2020.0
Tanbi Kei,Tanbi_Kei,https://aesthetics.fandom.com/wiki/Tanbi_Kei,"['Aristocrat', 'Visual_Kei', 'Lolita', 'Rococo']",nan,,,,,,
Tang Dynasty,Tang_Dynasty,https://aesthetics.fandom.com/wiki/Tang_Dynasty,"['Guochao', 'Silkpunk', 'Neo-Chinese_Style']",618,"Baoxiang flowers, Tang Sancai, plump ladies",,,,618.0,618.0
Tango,Tango,https://aesthetics.fandom.com/wiki/Tango,[],1880s,,"Red, black, white","Romance, tragic love, passion, freedom, sexuality, following/subverting gender roles",,1880.0,1880.0
Taqwacore,Taqwacore,https://aesthetics.fandom.com/wiki/Taqwacore,"['Punk', 'Queercore']",Early 2000s,"Punk aesthetics (mohawks, leather jackets, patches), Islamic iconography (kufis, hijabs), Arabic script, DIY zines",,"Individual interpretation of Islam, anti-establishment ethos, social justice, questioning orthodoxy, cultural fusion",he Taqwacores (novel and film),2000.0,2000.0
TechnoNeko2000,TechnoNeko2000,https://aesthetics.fandom.com/wiki/TechnoNeko2000,"['Abstract_Tech', 'Animecore', 'Bubblegum_Dance', 'Frutiger_Aero', 'Hands_Up', 'Nightcore_(aesthetic)', 'Webcore', 'Y2K_Futurism']",2000s,"Anthropomorphized hardware, floating holographic interfaces, mechanical ears/headphones, high-gloss vector art, cables and plugs","Cyan, lime green, white, silver, hints of hot pink","Tech-optimism, moe personification, high-energy futurism","S-tan, early VOCALOID fanart, EXIT TRANCE, Hyperdimension Neptunia, unofficial Nightcore uploads (YouTube)",2000.0,2000.0
Technozen,Technozen,https://aesthetics.fandom.com/wiki/Technozen,"['Chromecore', 'Corporate', 'Flat_Design', 'Four_Colors', 'Frutiger_Aero', 'Gen_X_Soft_Club', 'Japandi', 'Minimalism#Matcha_Minimalism', '//cari.institute/aesthetics/eco-beige', '//cari.institute/aesthetics/gen-x-home', 'Tranquil_Spa_Graphics', 'Vaporwave', 'Vectorheart', 'Zen_Tranquility', '//cari.institute/aesthetics/zen-x']",2000s,"Technology, nature, minimalism, glossy textures, matte textures, bamboo, wood, Four Colors, Asian and Scandinavian interior design","White, matte silver, light blue, light green, black (sometimes)","Harmony with nature and technology, minimalism, health & wellbeing",,2000.0,2000.0
Techwear,Techwear,https://aesthetics.fandom.com/wiki/Techwear,"['Berlin_Techno_Fashion', 'Cyberpunk', 'Gorpcore', 'Hypebeast', 'Tacticool']",1990s,"Articulated joints, waterproof zippers, modular attachments (MOLLE), sleek silhouettes, hoods, face masks","Black, graphite, olive, navy, grey","Utility, functionality, durability, adaptability, minimalism",,1990.0,1990.0
Tecktonik,Tecktonik,https://aesthetics.fandom.com/wiki/Tecktonik,"['Bloghouse', 'Electroclash', 'Emo', 'Hands_Up', 'Indie_Sleaze', 'Krocha', 'Partille-Johnny', 'Rave', 'Scene']",2000s,"Mohawks and mullet hairstyles, skinny jeans, bright colors, futuristic graphics, eagles (Tecktonik trademark), stars","Black and white, contrasted with bright neon colors","Dance, self-expression, club culture, energy, individuality",,2000.0,2000.0
Teddy Boys,Teddy_Boys,https://aesthetics.fandom.com/wiki/Teddy_Boys,"['Androgynous', 'Minet', 'Mod', 'New_Romantic', 'Popper', 'Raggare', 'Rude_Boy', 'Stilyagi', 'Zazou']",1950s,,plain colors,rebellioncriminal behavior / violence,,1950.0,1950.0
Teen Crush,Teen_Crush,https://aesthetics.fandom.com/wiki/Teen_Crush,"['Girl_Crush', 'Avant_Apocalypse', 'Rave']",Late 2010s,"School uniforms, varsity lettering, cargo pants, combat boots, bright hair dye, plaid patterns","Neon pink, electric blue, yellow, black, white","Confidence, non-conformity, youth, energy",,2010.0,2010.0
Teenpunk,Teenpunk,https://aesthetics.fandom.com/wiki/Teenpunk,"['Emo', 'Glitter_Graphics', 'Mallgoth', 'Parisian_Girly', 'Punk', 'Scene', 'Skater', 'Tweencore', 'Vectordelia']",Late 1990s-Early 2010s,"Skulls, checkerboard patterns, stars, fishnets, neon hair extensions, composition notebooks, Vans sneakers, guitars, hearts, graffiti/paint splatters","Black, pink, white, red","Rebellion, nostalgia, commercialized edginess, angst, playful non-conformity",,1990.0,2010.0
Teethcore,Teethcore,https://aesthetics.fandom.com/wiki/Teethcore,"['Goblincore', 'Gurokawa', 'Medicalcore', 'Morute', 'Weirdcore', 'Dreamcore']",Mid-2010s,"Loose teeth, teeth as objects (jewelry, ritualistic patterns), the Tooth Fairy, dental anxiety, body horror, morbid anatomy",Muted pinks and whites,"Uncanniness, surrealism, fascination with the grotesque, bodily autonomy, coping with anxiety",,2010.0,2010.0
Tenniscore,Tenniscore,https://aesthetics.fandom.com/wiki/Tenniscore,"['Balletcore', 'Barbiecore', 'Blokecore', 'Blokette', 'Normcore', 'Old_Money', 'Preppy', 'Summer']",2020s,"Tennis skirts, polo shirts, tennis dresses, visors, sweatbands, tennis bracelets","White, green, navy","Athleticism, classic style, preppiness, luxury, leisure",,2020.0,2020.0
Teslapunk,Teslapunk,https://aesthetics.fandom.com/wiki/Teslapunk,"['Atompunk', 'Cyberpunk', 'Decopunk', 'Dieselpunk', 'Retrofuturism', 'Steampunk', 'Victorian']",2000s19th century (concept),"Victorian style, electricity, teslacoils, screws, steam engines, brass, top hats, waistcoats, crinoline, goggles, electric power","Light blue, bronze","Consciously advocates  widely available cheap (or free), clean, and often highly portable electrical energy to replace all previous energy sources",,2000.0,2000.0
Thai Modern,Thai_Modern,https://aesthetics.fandom.com/wiki/Thai_Modern,[],1930s,"Bright Color, Vintage, Thai","Teal Green, Hot Pink, Crimson, Mustard Yellow","Thai Culture (1930s-1970s), reflecting the prime of cultural hybridized aesthetic before WWII and during the Cold War (from around the 1950s until the 1970s)",,1930.0,1930.0
That Girl,That_Girl,https://aesthetics.fandom.com/wiki/That_Girl,"['Baddie', 'Nymphet', 'Vanilla_Girl', 'Wonyoungism']",Early 2020s,,"Bright but not eyestraining colors, browns, whites, nude colors","Productivity, routine",,2020.0,2020.0
Theatre Academia,Theatre_Academia,https://aesthetics.fandom.com/wiki/Theatre_Academia,"['Art_Academia', 'Ballet', 'Dark_Academia', 'Light_Academia', 'Romantic_Academia']",2010s,"Old buildings, literature","Gold, red, black, grey, white","Cultural wisdom, dramaturgy",,2010.0,2010.0
Theriancore,Theriancore,https://aesthetics.fandom.com/wiki/Theriancore,"['Forestpunk', 'Goblincore', 'Naturecore', 'Vulture_Culture']",2010s–2020s,"Theta-Delta (ΘΔ) symbols, ""spirit edit"" digital scribbles, DIY paper-mache animal masks, faux-fur tails, low-angle forest photography","Muted earth tones (moss green, charcoal, rust, brown, cream), stark white (for digital line art)","Visual escapism, nature appreciation, DIY crafting, digital anonymity",,2010.0,2020.0
Thought Daughter,Thought_Daughter,https://aesthetics.fandom.com/wiki/Thought_Daughter,"['Cottagecore', 'Dark_Academia', 'Downtown_Girl', 'Peoplehood', 'That_Girl', 'Waif']",2024 (approximately),"Books, philosophy, food, fashion","Black and white, jewel tones","Intelligence, introspection, sensuality, emotionality","he Bell Jar by Sylvia Plath, French existentialism, 1960s films",2024.0,2024.0
Thrash Metal,Thrash_Metal,https://aesthetics.fandom.com/wiki/Thrash_Metal,"['Death_Metal', 'Industrial_Gothic', 'Metal', 'Punk']",Early 1980s,"Battle jackets, band patches, bullet belts, high-top sneakers, long hair, moshing, anti-authoritarianism","Black, denim blue, with accents of bright, often neon, colors from album art","Aggression, speed, anti-authoritarianism, partying, authenticity, loyalty to the scene",,1980.0,1980.0
Tiki,Tiki,https://aesthetics.fandom.com/wiki/Tiki,"['Americana', 'Lowbrow', 'Tropical', 'Vacation_Dadcore', 'Vintage']",1930s,"Paradise, the jungle, island life","Khaki, olive green, red, orange, aqua blue","Escapism, relaxation",,1930.0,1930.0
